Row,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
BR,132.6627,101.99879999999999,110.8418,105.0721,113.01569999999998,114.0084,94.51219999999999,113.04979999999999,93.1918,129.076,100.27009999999999,110.9019,105.19689999999999,110.2332,115.24249999999999,94.44130000000001,112.6199,93.01769999999999,130.6028,100.6399,111.08680000000001,106.0011,112.2115,115.43820000000001,94.9852,114.67979999999999,94.01759999999999,128.3858,101.75379999999998,111.1299,105.941,112.90169999999999,114.8512,94.9852,113.7939,93.7788,129.5598,100.8571,111.6137,106.8269,111.3148,114.95439999999999,95.7571,113.7508,93.7295,128.96200000000002,100.44420000000001,111.08680000000001,105.60979999999999,112.3147,113.9653,95.3981,112.8649,94.6046,129.2717,101.042,113.01569999999998,105.23999999999998,113.6027,114.1502,81.3942,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841
BS,114.2606,128.0716,130.59199999999998,138.6208,115.7353,135.56369999999998,121.33709999999999,142.3045,140.6314,114.2714,126.58790000000002,129.0159,136.262,116.2191,133.3359,119.9674,141.84849999999997,141.6806,114.18969999999999,126.17500000000001,130.4888,137.6317,116.3331,134.74869999999999,120.7285,142.4355,141.39249999999998,114.68430000000001,128.0608,130.36399999999998,138.4359,116.2191,134.5207,119.8426,140.84859999999998,140.1045,113.5596,128.28879999999998,131.5488,137.99069999999998,114.9912,134.63469999999998,120.14150000000001,140.7176,140.5174,113.67360000000001,127.0609,130.6028,138.3435,116.29,136.2216,120.25550000000001,141.43559999999997,141.1044,113.2607,128.0007,131.0758,138.6917,117.0619,135.2217,102.9746,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,127.75619999999999,127.00139999999999,129.4508,130.1841
BT,69.7839,75.392,86.0444,84.0634,67.07409999999999,84.72229999999999,77.4349,86.5731,83.4163,70.3324,74.218,84.9027,82.56269999999999,66.55799999999999,83.6685,77.1961,86.8504,84.4485,70.6097,74.98989999999999,86.22929999999998,82.7045,66.085,84.0105,77.6521,86.4375,82.9217,70.38170000000001,75.03299999999999,85.5714,83.2314,66.6828,82.8365,76.7231,85.96449999999999,82.8616,70.90859999999999,73.4353,86.56049999999999,83.0465,66.4871,83.3095,78.783,85.9861,83.2422,70.6806,75.392,85.98429999999999,83.0142,66.9709,84.8363,77.72300000000001,86.4421,83.6982,70.1968,74.69099999999999,85.79939999999999,84.2205,67.3838,84.24929999999999,65.12289999999999,84.26480000000001,83.49289999999999,83.49289999999999,83.49289999999999,83.49289999999999,83.895,84.00899999999999,83.1617,84.4067,83.67779999999999,84.368
BU,15.5021,14.502199999999998,14.502199999999998,14.7302,14.1432,14.6162,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.6162,14.502199999999998,14.6162,14.6162,14.6162,14.6162,14.6162,14.0292,14.0292,14.6162,14.6162,14.0292,14.0292,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.6162,14.502199999999998,14.6162,14.442100000000002,14.04,14.513000000000002,14.214100000000002,14.513000000000002,14.513000000000002,14.214100000000002,14.801100000000002,14.801100000000002,14.513000000000002,14.513000000000002,14.687100000000001,14.399000000000001,14.399000000000001,14.214100000000002,13.8443,14.4313
BV,15.5021,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
Row,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
AA,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
AB,15.5021,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998,14.502199999999998
AC,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.78099999999999,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.308,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895,83.895
AD,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,132.54289999999997,132.7278,135.2114,133.9126,133.7277,136.2822,138.054,131.95589999999999,138.3421,134.49960000000002,138.054,134.0266,129.8852,130.1132,130.1132,130.1132,129.9992,129.11329999999998,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,134.0266,131.2549,134.3255,138.168,134.62439999999998,138.2389,136.2822,133.9126,130.3582,134.2007,137.8691,129.8852,129.8852,130.1841,129.8852,129.8852,134.61360000000002,138.9399,133.9126,138.9399,137.28209999999999,133.0267,134.7985,138.054,137.4562,130.87429999999998,129.8852,130.8851,129.8852,129.8852,129.8852,129.8852
AE,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,161.5219,219.2735,212.65929999999997,207.2083,206.4364,209.5779,203.5507,151.2393,207.13739999999999,167.1039,180.40320000000003,198.9686,129.8852,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,130.17329999999998,129.8852,129.8852,129.7712,190.7998,204.9635,215.4202,179.7731,201.3059,215.70829999999998,205.9203,188.92479999999998,144.1521,190.6858,176.2295,171.4733,129.8852,129.8852,129.8852,129.8852,138.527,206.65359999999998,138.81509999999997,206.1375,169.0714,218.9746,213.9042,214.2139,164.9793,132.0591,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AF,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,144.85309999999998,174.376,177.3434,178.2293,183.4415,179.3001,197.9364,155.39149999999998,211.81189999999998,175.09860000000003,205.2085,169.0714,157.6363,163.6635,130.6571,130.1841,130.1841,130.1841,130.956,145.8913,115.99329999999999,135.49949999999998,135.7984,150.7663,166.2072,148.1687,164.8976,143.4403,129.8852,129.8852,129.8744,129.8852,129.8852,129.8852,148.09779999999998,144.92399999999998,151.6522,190.94160000000002,160.7069,153.49489999999997,160.408,152.4349,194.37120000000002,154.6196,157.9244,133.3256,129.8852,130.17329999999998,129.8852,129.8852,130.1841,151.0544,141.4836,204.98049999999998,168.83259999999999,175.41449999999998,183.7404,210.8012,182.0349,133.0698,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AG,129.8852,129.8852,129.8852,129.8852,129.7712,129.7712,144.7283,179.1044,175.3759,185.5445,179.1152,183.2566,200.6542,164.91920000000002,189.7137,167.5769,173.7459,187.98499999999999,185.5445,178.2185,131.1409,130.2981,129.7712,129.8852,130.4569,141.04410000000001,104.6452,159.5714,159.09840000000003,179.15829999999997,176.2295,176.2726,173.088,161.17989999999998,130.17329999999998,129.8852,129.8744,129.8852,129.8852,129.8852,129.8852,129.8852,131.54299999999998,186.1315,162.3755,162.95170000000002,175.2018,144.0489,200.52319999999997,136.1574,129.8852,130.6679,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,146.69580000000002,188.8278,169.5444,179.975,179.5451,172.1482,193.4529,133.7277,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AH,129.8852,129.8852,129.8852,129.8852,129.7712,129.7712,129.7712,129.8143,129.7604,129.9453,130.2442,129.8852,130.1841,130.2334,128.8853,130.17329999999998,128.8144,129.11329999999998,129.7712,129.2982,130.1841,130.2981,129.7712,129.8852,129.8143,126.4681,128.48319999999998,128.9993,130.9282,130.8142,131.298,131.184,129.78199999999998,129.7712,129.8852,129.5863,129.8744,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.0701,130.1841,130.3582,130.1841,129.5971,129.5971,129.41219999999998,129.8852,130.956,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.6572,128.4623,191.6524,165.5608,119.0038,130.728,130.1841,129.8852,129.8852,129.9992,129.9992,129.8852,129.8852
AI,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,130.0593,130.1841,130.483,130.0701,130.1841,130.5431,129.6572,129.1734,129.8852,130.1841,130.1841,130.1841,130.1841,130.2981,129.7712,129.8852,129.8852,129.5863,129.7003,129.8852,129.9992,130.1132,129.8852,129.8852,130.1841,129.8852,129.8852,130.17329999999998,129.8744,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.0701,130.1841,129.9561,130.5431,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,123.524,144.695,221.9222,242.6813,244.93689999999998,227.5473,110.72899999999998,121.763,129.7712,129.8852,130.1841,129.8852,129.8852,129.8852
AJ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,130.17329999999998,130.1841,130.1841,129.8852,129.8852,130.0701,129.7712,129.8852,130.1841,130.1841,130.1841,130.1841,130.1841,130.1841,129.7712,129.8852,129.8852,129.5863,130.2873,129.8852,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,122.7646,220.49239999999998,251.5727,253.97459999999998,254.27349999999998,253.27360000000002,253.8606,241.01899999999998,186.7022,112.56369999999998,129.8852,129.8852,129.8852,129.8852,129.8852
AK,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,130.1841,120.7245,157.1084,187.0595,121.57079999999999,124.6963,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,125.6962,152.283,216.67759999999998,225.35000000000002,220.5076,218.138,236.65409999999997,252.2629,207.51069999999999,123.06179999999999,129.8852,129.8852,129.8852,129.8852,129.8852
AL,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.2551,119.3628,164.9891,238.6386,245.3498,242.649,145.2191,117.83429999999998,129.1842,130.1841,129.896,130.2981,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,127.2553,119.00829999999999,147.9397,138.3581,147.9289,149.7824,130.858,117.688,128.8422,129.8852,129.8852,129.8852,129.8852,129.8852
AM,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,124.7394,153.1088,246.7195,252.04569999999998,252.8607,253.3876,253.8005,244.6057,214.24970000000002,127.13749999999999,130.369,130.2981,130.1841,130.0701,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.6572,129.5432,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.2981
AN,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.0701,131.16140000000001,205.70029999999997,225.84459999999999,231.6052,216.0673,233.50179999999997,247.8226,251.67589999999998,142.9896,130.08089999999999,130.483,130.1841,130.0701,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,130.0701,142.46,154.67579999999998,166.35580000000002,149.9196,139.902,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.17329999999998
AO,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,117.3227,138.7001,158.28239999999997,141.9942,160.77679999999998,144.5271,136.22729999999999,119.9203,130.1949,130.1949,129.78199999999998,130.5431,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.0701,141.97779999999997,152.75140000000002,160.4675,150.8701,138.5169,129.5324,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AP,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,129.8852,129.7712,130.1841,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.48569999999998,126.4138,126.74669999999999,127.91159999999999,129.75629999999998,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AQ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7003,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,87.9277,102.57749999999999,102.93359999999998,98.1202,98.63499999999999,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AR,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9884,129.7003,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,92.60929999999999,130.0965,129.2815,129.2106,91.8043,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AS,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,129.8744,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.4831,85.10919999999999,128.243,128.7268,124.4714,88.4348,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AT,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,106.1917,103.2216,103.8194,102.5098,113.10759999999999,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AU,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AV,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852
AW,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1949,130.5539,130.4399,129.8852,129.8852,129.8852,129.5863,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AX,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.4723,161.8108,205.9478,184.49669999999998,140.6857,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AY,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.09359999999998,145.82670000000002,157.1665,151.4706,145.5251,129.8852,130.0593,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
AZ,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.7712,129.8852,129.8852,129.8852,128.8162,147.25119999999998,152.4472,154.05749999999998,134.4663,129.7003,129.8852,129.5863,129.7604,129.8852,130.0701,130.0701,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.9992,130.0593,129.7604,129.8852,129.8852,129.8852,129.8744,129.8852,129.8852,129.8852,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
BA,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,128.9688,210.1323,152.1897,145.52790000000002,154.105,129.8852,129.8852,129.8852,129.5863,130.17329999999998,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,130.1841,130.1841,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
BB,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,126.5069,196.3619,212.4633,201.83429999999998,138.63649999999998,130.1841,129.8852,130.17329999999998,129.5863,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.1841,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852
BC,129.8852,129.8852,129.8852,129.8852,130.8851,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.49099999999999,136.14010000000002,137.6238,137.0368,131.1389,126.7392,129.8852,129.8852,129.8852,129.8852,129.8852,129.5863,129.8852,129.7604,133.3003,131.5455,138.65959999999998,137.6813,122.95499999999998,128.4545,129.8852,129.9992,129.8852,129.8852,129.8852,130.1841,129.8852,130.964,136.6069,137.1508,137.3357,131.2421,127.07039999999999,129.8852,129.9992,129.9992,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,129.8852,130.255,130.4291,129.7712,129.8852,129.8852,129.8852,129.8852,129.8852,137.458,149.1632,142.1361,148.1633
